31,32,32,32,32,32,32,32,32,32,32,32,32,32,32,33
41,42,42,42,42,42,42,42,42,42,42,42,42,42,42,43
41,42,42,42,42,42,42,42,42,42,42,42,42,42,42,43
41,42,42,42,42,42,42,42,42,42,42,42,42,42,42,43
41,42,42,42,42,42,42,42,42,42,42,42,42,42,42,43
41,42,42,42,42,42,42,42,42,42,42,42,42,42,42,43
41,42,42,42,42,42,42,42,42,42,42,42,42,42,42,43
41,42,42,42,42,42,42,42,42,42,42,42,42,42,42,43
41,42,42,42,42,42,42,42,42,42,42,42,42,42,42,43
41,42,42,42,42,42,42,42,42,42,42,42,42,42,42,43
41,42,42,42,42,42,42,42,42,42,42,42,42,42,42,43
51,52,52,52,52,52,52,52,52,52,52,52,52,52,52,53
